# groundtruth [0: impostor, 1: genuine], similarity score
0,0.27542444043436265,1
0,0.5839879532134482,1
0,0.303534791429949,1
1,0.9850400588351802,1
0,0.09319287764420348,1
0,0.11828976694676696,1
0,0.18128657620978617,1
0,0.026678009673951952,1
0,0.27390945390820154,1
1,0.6963731642551156,1
0,0.19400287724975618,1
0,0.12224355039012846,1
0,0.1829015552781611,1
0,0.30548579271182763,1
1,0.8876581843371663,1
1,0.7326988829067658,1
1,0.9561180380951849,1
0,0.35609296439522486,1
0,0.27790166007042816,1
0,0.32173099543155914,1
1,0.8310587900115465,1
0,0.30510745257098526,1
1,0.6504048679453399,1
0,0.4982248886167857,1
0,0.2701448870063966,1
1,0.8807698156070118,1
0,0.1652589373515594,1
0,0.42967267072983584,1
0,0.1708500267496399,1
0,0.2263053388399744,1
1,0.8428559717395311,1
1,0.6112934556266665,1
1,0.9104458572677468,1
1,0.5984519866961625,1
0,0.12067875756380675,1
1,0.5815897660319869,1
0,0.1738504074630719,1
0,0.39966950840216253,1
1,0.5339409111515343,1
0,0.2351476476783022,1
1,0.540985330622344,1
0,0.4573998748760052,1
0,0.019734096575677373,1
1,0.6257533172290373,1
0,0.042112187118767075,1
1,0.9558826094808943,1
1,0.6720066613064389,1
1,0.9250275933745988,1
1,0.7869481140245206,1
0,0.31521375839142485,1
0,0.6359316454449572,1
1,0.7224646453703755,1
0,0.21794783742964186,1
1,0.8926330119615528,1
0,0.3421649633217281,1
0,0.35131867460414656,1
1,0.85849663080865,1
1,0.6834191721949555,1
1,0.9872155860708642,1
0,0.2612605979334257,1
1,0.636505560485524,1
0,0.06446801552501191,1
1,0.8565004010603259,1
1,0.7080395153702274,1
0,0.20372775295194534,1
0,0.3698742554099568,1
0,0.9663618541870121,1
0,0.25535870482911704,1
1,0.7731476166319753,1
0,0.4782209168106337,1
0,0.34796954676263137,1
1,0.7668869808026759,1
0,0.2675249033580993,1
1,0.5695115693536749,1
0,0.3451617459053493,1
1,0.7281389505651138,1
0,0.15765915727820712,1
1,0.5336482978378541,1
0,0.4135519152587769,1
0,0.3918696393257003,1
1,0.810867240086368,1
1,0.7904258798557092,1
1,0.8729647632242404,1
0,0.026673101453335124,1
0,0.23294096571260525,1
0,0.14553892782032396,1
0,0.0911743880628092,1
0,0.34816998774962815,1
0,0.35387782107877064,1
1,0.8156415767669751,1
1,0.5322693128711495,1
0,0.5596624614391568,1
1,0.8375528607416998,1
0,0.10324495775617726,1
0,0.18666117296315954,1
0,0.20842900606676806,1
1,0.9744312638048186,1
0,0.43682091320861194,1
1,0.6383195977957424,1
1,0.6965202416446318,1
1,0.8659524981515758,1
1,0.8580084402647826,1
0,0.3448608094366775,1
0,0.7449908684742639,1
1,0.5721674865758747,1
1,0.7133844699096497,1
0,0.4680424554933508,1
1,0.6279830111384099,1
0,0.10626227956840006,1
1,0.6198675969442505,1
1,0.9736216876481774,1
1,0.7361218020634615,1
0,0.10029910258920638,1
0,0.011427029164380209,1
0,0.45417515272139064,1
1,0.8151815899048137,1
1,0.8816242834271172,1
0,0.7169110563820185,1
0,0.7975860649059184,1
0,0.12407647619043627,1
0,0.4245745175251926,1
1,0.6747849310376757,1
1,0.6655130316889195,1
1,0.8648464756723095,1
0,0.3815396870765493,1
0,0.32019893197026916,1
1,0.8819137699037137,1
1,0.8421307385480482,1
0,0.43423093845263894,1
0,0.4728791848627475,1
1,0.6267238448753609,1
1,0.9458305844237839,1
1,0.5561590290516263,1
0,0.13464146106813946,1
1,0.9254571705975879,1
1,0.6287106775445609,1
0,0.3109728500506782,1
0,0.18772430443508603,1
1,0.354853173283889,1
0,0.01615913670967284,1
0,0.040320333385155616,1
0,0.48803745671046594,1
0,0.3025074023181469,1
0,0.244028960273047,1
1,0.9372485228035521,1
0,0.30168620075077435,1
0,0.16265987105967405,1
0,0.13189779900171994,1
1,0.8133895355071831,1
1,0.9045666564417987,1
0,0.1399950618836998,1
0,0.05877885908122016,1
0,0.06943210053791093,1
0,0.25170902253116145,1
1,0.7171440345614053,1
0,0.7807443516937869,1
1,0.4559267663951636,1
1,0.7360314139243016,1
1,0.5983468115147068,1
0,0.34277059165481505,1
0,0.11198069425834822,1
1,0.9377822977614586,1
1,0.7322960970397608,1
0,0.36741746713554,1
0,0.4656324124590746,1
1,0.24996422989932077,1
1,0.5884625413992771,1
0,0.7021045565483616,1
1,0.7251531574623926,1
0,0.19357238137597432,1
1,0.5358640239419661,1
1,0.6703126363848387,1
0,0.06253809350220019,1
0,0.35117578793628057,1
1,0.9958489628698536,1
0,0.428357484891829,1
0,0.0926093001320869,1
0,0.22906246465764002,1
0,0.16985779978163218,1
0,0.27792685360582425,1
0,0.48242087412541923,1
1,0.6574234799695207,1
0,0.43162669822889654,1
0,0.4605029291057362,1
0,0.003276779017317044,1
1,0.598426046061241,1
1,0.8803278493693695,1
0,0.3501346504802465,1
0,0.6005590291144669,1
0,0.1474856609146964,1
1,0.8463276611779654,1
0,0.03959949442453914,1
1,0.6659508419831558,1
0,0.15832790697552623,1
0,0.4379367850055842,1
1,0.5671813184935957,1
1,0.5313152637883213,1
0,0.025632746718384225,1
0,0.17931313867149457,1
1,0.7376742397202251,1
1,0.7324627454060615,1
0,0.36725707411249175,1
1,0.500420844467351,1
1,0.6161128020791595,1
1,0.6030294226185549,1
0,0.45291865077947746,1
0,0.23005747138713428,1
1,0.8395821301187183,1
0,0.01801802516945261,1
0,0.05126725321832937,1
1,0.7839875875769567,1
1,0.5793523455392795,1
1,0.7617444950294875,1
0,0.029644318903404354,1
0,0.284606103132487,1
1,0.9314707304903165,1
0,0.4083837987674629,1
1,0.7722227283751779,1
0,0.21829140252772838,1
1,0.6054477390379966,1
0,0.47211446561441406,1
1,0.5994642391592446,1
0,0.3312000720181363,1
0,0.379028381829139,1
0,0.23669633325404194,1
1,0.8500201765965633,1
1,0.8992006881936796,1
1,0.6832570562631749,1
0,0.3114029222438024,1
1,0.9290913398177372,1
1,0.6341070383452447,1
0,0.9053455018152862,1
1,0.9585677767878843,1
0,0.34357621888170375,1
1,0.6270406689320625,1
0,0.15970903355296118,1
0,0.4961269820746408,1
0,0.43842979095175416,1
1,0.6153812888526091,1
0,0.2732318343636574,1
1,0.6172846583793513,1
0,0.07741552309926991,1
1,0.9904079836959953,1
0,0.28204012935332456,1
0,0.4738223743679426,1
1,0.7770480364166951,1
0,0.381789000283036,1
1,0.6849982774995618,1
1,0.9627026419751583,1
1,0.5228912793485431,1
1,0.3238663143714309,1
0,0.09701642885918405,1
0,0.08058760173104906,1
0,0.010986252181820921,1
0,0.4980280126192942,1
1,0.9429784108249606,1
0,0.040204260695685834,1
1,0.5830254805213262,1
1,0.5290743116566933,1
0,0.02960881583302355,1
0,0.0841260528227411,1
0,0.02433942111083731,1
1,0.8531932183556885,1
1,0.9541443408660033,1
1,0.8188295371046007,1
1,0.7098561521019611,1
0,0.2662741586341695,1
0,0.2015548597785215,1
1,0.8499602454664478,1
0,0.04346920547700528,1
0,0.13440995052672478,1
1,0.516742389630184,1
1,0.14688874010819686,1
1,0.5908941623650366,1
1,0.842654569589864,1
0,0.4702467682593704,1
0,0.22326738478736274,1
0,0.4007965383880201,1
1,0.8622948806993832,1
0,0.046192530680029265,1
0,0.40188678468557426,1
0,0.3142489769916673,1
0,0.1702882341751769,1
0,0.3294774120163332,1
0,0.22239980844068086,1
1,0.5928082044108639,1
1,0.5173016906344502,1
0,0.34777711502986564,1
1,0.9030747508784408,1
0,0.48072494481216577,1
0,0.22288886623177406,1
1,0.833667471991759,1
0,0.19600423161514546,1
0,0.012064607767777624,1
1,0.8212733505049437,1
0,0.09480528267039445,1
1,0.9655125486635491,1
0,0.04312538909236063,1
1,0.8875004951245706,1
0,0.13590605141287382,1
1,0.8078118020677666,1
1,0.5411463829797568,1
0,0.001975205402641289,1
1,0.7838335060057097,1
1,0.8993440816012266,1
0,0.02574713236711923,1
0,0.2679090818448481,1
0,0.3619500372795348,1
0,0.11804524465781618,1
1,0.961904066153238,1
0,0.2571846187577064,1
0,0.2131356712165693,1
0,0.335085484249791,1
1,0.9405112272120105,1
0,0.3462478008822534,1
1,0.5052786825885477,1
1,0.5102928034214615,1
0,0.3563143385223331,1
0,0.4854245588865209,1
0,0.10043763634187375,1
1,0.6997396753238077,1
1,0.9242076337659719,1
0,0.2698421631617891,1
0,0.06607918984815409,1
0,0.6424240249826626,1
1,0.8620685374828868,1
1,0.27777384815934836,1
0,0.3875344039199957,1
0,0.37353791277758996,1
1,0.8527566043451681,1
1,0.8024948512712545,1
0,0.3319547846344675,1
1,0.8058535612679039,1
1,0.5008696862510132,1
1,0.5951539239725631,1
1,0.7172376144639852,1
0,0.23805626303122862,1
1,0.9093760793469268,1
0,0.1641557281133832,1
1,0.8309114206151038,1
1,0.7988611988660889,1
0,0.26755446248555426,1
1,0.7850769983137199,1
1,0.8352073982103485,1
0,0.36192435296370096,1
0,0.3161845603973037,1
1,0.5248896958105334,1
1,0.8797746271019344,1
0,0.26922719247275495,1
1,0.7192124031829086,1
0,0.29041359709625625,1
1,0.5404978042115197,1
1,0.5003269656926806,1
1,0.9732105329288118,1
1,0.6851652820686904,1
1,0.8533570283447074,1
1,0.7470819100741871,1
1,0.3270380022560254,1
0,0.4911909048242429,1
1,0.5201063995440806,1
1,0.6500642093379421,1
1,0.5064707862007103,1
1,0.6205776235982193,1
1,0.8875529591197745,1
1,0.8134784373335909,1
1,0.5589752208347599,1
1,0.947394231584914,1
1,0.609242904921705,1
1,0.3487169806964081,1
1,0.9927669502034057,1
0,0.0676572902538205,1
0,0.0671140348372784,1
1,0.7206037025239369,1
1,0.8258728416817324,1
1,0.5610195110534764,1
1,0.988561272681166,1
0,0.15203457065142678,1
1,0.5265922974966158,1
0,0.35080090115066964,1
0,0.23827131572303362,1
1,0.7967430882867738,1
1,0.24683728182567266,1
0,0.027476722501178608,1
1,0.7723240028027071,1
1,0.8312762248786598,1
0,0.026957858761479603,1
0,0.9625419113143567,1
1,0.7186122242207637,1
0,0.49802987577410973,1
1,0.15209448544512216,1
1,0.9344796924576373,1
0,0.3107334988067899,1
1,0.5241150755400164,1
1,0.7334770136170943,1
1,0.7572015925753386,1
1,0.8086331371230647,1
1,0.7452547427428658,1
1,0.5856753262848714,1
0,0.4313755458803694,1
0,0.06835931215855984,1
1,0.8357780170307092,1
0,0.7223098363064115,1
1,0.989559578035929,1
1,0.5668943789085429,1
0,0.304483834540488,1
0,0.4074406601687999,1
1,0.9435130306849087,1
1,0.6883977676891049,1
1,0.7272350762279679,1
0,0.04891487199411104,1
0,0.1432513378867376,1
0,0.33769996179061545,1
0,0.243760796392407,1
1,0.9724755344618197,1
1,0.5608456084602221,1
1,0.9097997183771697,1
1,0.8128918735254694,1
1,0.9680183050898411,1
0,0.022294452293891487,1
1,0.8657970994191294,1
0,0.10147971785669829,1
1,0.5411145280788888,1
0,0.36106401543135036,1
1,0.9038130931743891,1
0,0.2614974395173709,1
0,0.21206754397668925,1
0,0.11528128143656313,1
1,0.5256287551895094,1
0,0.18999392222470368,1
0,0.14768778391045312,1
1,0.8674669475095569,1
0,0.22681277648042186,1
0,0.1286894458964878,1
0,0.37663422315810324,1
0,0.18393766298109004,1
0,0.37605384125357544,1
1,0.9388428381362318,1
0,0.6009063412991065,1
0,0.2907479265993901,1
1,0.6002218829028827,1
0,0.1440056119815054,1
0,0.4535381460980691,1
0,0.04631784049365395,1
1,0.9110095408316627,1
0,0.2644540521545884,1
1,0.59237342640348,1
0,0.3538409092459899,1
1,0.7951004456266669,1
0,0.9623077043293559,1
0,0.17849672610765377,1
1,0.6846114740837593,1
1,0.9922085756117892,1
1,0.873644031998237,1
1,0.8576012840028202,1
1,0.7075788623491597,1
0,0.17730083128386365,1
1,0.7201673137364933,1
0,0.13240397194319387,1
1,0.5090145781859385,1
1,0.1937972898932716,1
0,0.05092617895348095,1
0,0.3895055139378364,1
0,0.12304388151736434,1
0,0.04893008890959083,1
0,0.4283106345065236,1
0,0.09956300325449174,1
0,0.10985529146252693,1
1,0.7996255182797729,1
1,0.07860781008464413,1
1,0.6852289687727916,1
1,0.6499836854523288,1
1,0.5218680059818138,1
1,0.607669691653785,1
1,0.5177325652717121,1
1,0.7381468630982736,1
0,0.416744201770894,1
0,0.2937946356049821,1
0,0.4863574428719949,1
1,0.5343960094024532,1
1,0.6085301817395858,1
1,0.640334634912015,1
1,0.8467586192321146,1
0,0.2774869385598302,1
0,0.44107104309086853,1
0,0.016645255681818183,1
1,0.41822208871578215,1
0,0.30400580378410835,1
1,0.6170362075391057,1
0,0.3667450843068274,1
0,0.33290260489768897,1
0,0.3682612558561704,1
1,0.5183008536086824,1
0,0.1354798240998104,1
1,0.7468531110240103,1
0,0.7963887770257794,1
1,0.9215711271776,1
0,0.0543029154796939,1
0,0.4229785331793393,1
0,0.04552146983853833,1
0,0.05021440166124713,1
0,0.4216256256106281,1
1,0.9865024973016912,1
0,0.27384514838409346,1
0,0.2161822559291049,1
1,0.5528531978068835,1
1,0.8794642703726417,1
1,0.8788883954509186,1
1,0.6906808468880169,1
1,0.6227057994542671,1
0,0.4358067477824511,1
0,0.278144540955638,1
0,0.0900768563359633,1
0,0.11841735734437875,1
1,0.8947070855255348,1
0,0.33775038995761053,1
1,0.9535755639378825,1
0,0.4303266770354893,1
1,0.9695877362776326,1
1,0.9470383663249468,1
0,0.4930127960237275,1
1,0.7506438236510198,1
1,0.8574906243677195,1
0,0.25669916172667107,1
1,0.8030099719162049,1
0,0.4630956267542671,1
0,0.4883413076178953,1
1,0.5460126360897358,1
0,0.3754604395888048,1
0,0.09801814383647989,1
0,0.43485636897329905,1
0,0.4014281197397377,1
1,0.9848120561248042,1
0,0.11016408110033127,1
1,0.6416098495309832,1
0,0.3092661381759374,1
0,0.4824176210507699,1
0,0.20409405629600086,1
0,0.5373292359108973,1
0,0.03284094976799212,1
0,0.40056060348663536,1
0,0.4930225695495608,1
0,0.4451168197675698,1
0,0.09036112181428235,1
0,0.09379568864596033,1
0,0.18688741911715345,1
1,0.7777672231446108,1
0,0.27876544235289347,1
0,0.4718521904249888,1
1,0.9705624951521937,1
1,0.772009213107365,1
1,0.6444924804026075,1
0,0.08049630268379215,1
0,0.36095952077671234,1
0,0.17922065432220202,1
1,0.5343503566969877,1
0,0.6731855501923417,1
0,0.1464080627280775,1
1,0.5046089686865228,1
0,0.7253317013846886,1
0,0.34783477250938544,1
0,0.2588629688469809,1
1,0.5345493757252873,1
1,0.9518035853512506,1
1,0.6984283524973632,1
1,0.9665497138568366,1
0,0.3765618064133922,1
1,0.6129611566659017,1
0,0.2430703911080072,1
0,0.14370881895373333,1
0,0.5777775647307347,1
0,0.12727173899661315,1
0,0.32073859742280486,1
0,0.25828568588602874,1
0,0.43309338743784165,1
1,0.6378069066808507,1
0,0.1628023763530848,1
0,0.17014467651862908,1
0,0.2576755441613685,1
0,0.3746887159600105,1
0,0.4590137752177429,1
1,0.1067917474274388,1
0,0.39320298143052845,1
1,0.5110949563189456,1
0,0.1308158002541442,1
0,0.017314497257740036,1
1,0.7328449453651803,1
1,0.6253317103578955,1
0,0.13254447632530564,1
1,0.8518867352759965,1
1,0.939013082270728,1
0,0.4252274715635178,1
1,0.5087569337068694,1
1,0.9414547453358582,1
0,0.04846189058691519,1
0,0.2867178532929867,1
1,0.7503396727288183,1
0,0.3817507247496039,1
0,0.17946095194178058,1
1,0.7119711931704353,1
1,0.9400285498367009,1
0,0.10316629579978354,1
1,0.8491801871899951,1
1,0.6764371630584257,1
1,0.6773199209721924,1
1,0.5858569274079652,1
0,0.3567760173807004,1
0,0.1697600861705908,1
0,0.2770564303273986,1
1,0.9634689759912051,1
0,0.4602283135519667,1
1,0.6269054907628636,1
0,0.05643852777583103,1
1,0.8423907045427554,1
1,0.5884087366234634,1
0,0.31283799668537005,1
0,0.05028061530804018,1
0,0.46750049214556944,1
1,0.9900396687261972,1
1,0.8526552659103566,1
1,0.5987635058326658,1
0,0.13345896361625176,1
0,0.45235724416041256,1
1,0.5747145501289737,1
0,0.4649967349318769,1
0,0.0171952699742286,1
0,0.14918812160701467,1
0,0.07172087562201612,1
1,0.8875851614400471,1
0,0.07210090724788831,1
1,0.6364350533535869,1
0,0.3802211073397932,1
0,0.17513086701076974,1
0,0.2591283086729317,1
0,0.13798607232379245,1
1,0.8282724308103334,1
0,0.04620404880725337,1
1,0.8423742430100069,1
1,0.5953297553308914,1
0,0.4465689261466145,1
1,0.9145431610950543,1
0,0.3878843002818625,1
1,0.6055840859327215,1
0,0.3516476744582986,1
0,0.20816310545845618,1
1,0.6964737709909419,1
1,0.7365631952373247,1
1,0.5398406493166941,1
0,0.24748724493454055,1
0,0.330640837851213,1
0,0.34922785665770295,1
1,0.499962391539969,1
0,0.17770028225805024,1
1,0.953670981223486,1
0,0.9862416489879897,1
1,0.9484605201497623,1
1,0.649649622831206,1
1,0.6666583289694715,1
0,0.4747434857789925,1
1,0.9443650425566281,1
0,0.04272127189696673,1
0,0.3342851538923285,1
0,0.17327827411885677,1
0,0.2778770463293786,1
1,0.7058174467408534,1
0,0.1029420339970405,1
1,0.9017501926425332,1
1,0.9954426173159195,1
1,0.5626025205893571,1
0,0.44938186022658955,1
1,0.6680581969151697,1
1,0.6575336221758183,1
0,0.46287810777738014,1
1,0.25430426271345663,1
1,0.8576564430479828,1
1,0.7436504321569877,1
0,0.03463093330491285,1
0,0.22484615472972314,1
0,0.214010415751948,1
1,0.6705856524743485,1
0,0.3713044227990997,1
1,0.4238844665356484,1
0,0.48439565540340623,1
0,0.14275963920048884,1
0,0.0719472003192928,1
0,0.11407809621620946,1
1,0.796089928405139,1
0,0.33226792525587767,1
1,0.6059119663859982,1
0,0.6039513956643385,1
1,0.7366750105164773,1
0,0.254656028498939,1
1,0.8439773632915294,1
1,0.9861411465429889,1
0,0.3364716384678481,1
1,0.988236204948292,1
1,0.7674157032814598,1
1,0.5576654269083883,1
0,0.15429637065529456,1
0,0.40756022478096887,1
1,0.9057575727939464,1
0,0.4473449128116961,1
0,0.056463177640394546,1
1,0.5083625489570259,1
1,0.9729258658247603,1
0,0.6019025427355755,1
1,0.8188344958499795,1
1,0.7285862302102539,1
0,0.1502419413503081,1
1,0.7470489506259481,1
0,0.36569766203224807,1
